"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"15";"1415756_a_at";"Snapin";"20615";"SNAP-associated protein";0,0666971280072444;7,5832197911236;0,20865249453885;0,836636157140198;0,999418210505191;-4,72073077953999
"16";"1415758_at";"Fryl";"72313";"FRY like transcription coactivator";-0,315616345781137;8,5854067414706;-0,91484268458181;0,370176921988184;0,999418210505191;-4,62851298826173
"17";"1415760_s_at";"Atox1";"11927";"antioxidant 1 copper chaperone";0,199132391986833;10,2092115868968;0,736531495632152;0,469176501507483;0,999418210505191;-4,66206729034046
"18";"1415767_at";"Ythdf1";"228994";"YTH N6-methyladenosine RNA binding protein 1";-0,0486827229681843;8,16692890384619;-0,222728727211692;0,825798184583639;0,999418210505191;-4,72000273441267
"19";"1415771_at";"Ncl";"17975";"nucleolin";-0,0733768164952444;8,36372503940357;-0,213398356309485;0,832978265835776;0,999418210505191;-4,72049058600224
"20";"1415782_at";"Sumo2";"170930";"small ubiquitin-like modifier 2";-0,335364124738401;10,6275460735751;-1,20999602537233;0,239100861778925;0,999418210505191;-4,55954375397013
"21";"1415787_at";"Ganab";"14376";"alpha glucosidase 2 alpha neutral subunit";-0,0367947684632135;7,49810531176664;-0,142096562548176;0,888294903032388;0,999418210505191;-4,723533025078
"22";"1415793_at";"Pnpo";"103711";"pyridoxine 5'-phosphate oxidase";0,113214033965125;8,21826438044908;0,342290509810342;0,735375500340584;0,999418210505191;-4,71192691831037
"23";"1415794_a_at";"Spin1";"20729";"spindlin 1";-0,148765146399433;7,8505305216293;-0,414462716251117;0,682542146315555;0,999418210505191;-4,70542960127216
"24";"1415799_at";"Wbp11";"60321";"WW domain binding protein 11";-0,239618338281613;8,48985342602908;-0,945817121521257;0,354498417533542;0,999418210505191;-4,62203516266127
"25";"1415802_at";"Slc16a1";"20501";"solute carrier family 16 (monocarboxylic acid transporters), member 1";-1,0219906341233;9,96128450533055;-2,60299473742441;0,0162247767955815;0,999418210505191;-4,08478355636575
"26";"1415818_at";"Anxa6";"11749";"annexin A6";-0,247307803066775;8,95853150954503;-0,852800421935168;0,402944380078951;0,999418210505191;-4,64091994391999
"27";"1415822_at";"Scd2";"20250";"stearoyl-Coenzyme A desaturase 2";0,449649319040745;6,99224302647931;1,23847508289637;0,228571539858445;0,999418210505191;-4,55207738010807
"28";"1415837_at";"Klk1";"16612";"kallikrein 1";-1,18062814658096;5,00501886644089;-2,65287132696236;0,0145210466474422;0,999418210505191;-4,06543207230521
"29";"1415839_a_at";"Npm1";"18148";"nucleophosmin 1";-0,0791807000466029;8,95302965170178;-0,205061918743476;0,839406124155884;0,999418210505191;-4,72090893819795
"30";"1415840_at";"Elovl5";"68801";"ELOVL fatty acid elongase 5";0,0300591959373779;9,3083637493149;0,0860020447907134;0,932241444318699;0,999418210505191;-4,72507116397687
"31";"1415849_s_at";"Stmn1";"16765";"stathmin 1";-0,931917250248413;9,6095712175287;-4,28557810162427;0,000299419507335697;0,835871508810909;-3,45255285805308
"32";"1415852_at";"Impdh2";"23918";"inosine monophosphate dehydrogenase 2";-0,0446771339117049;9,37273803343611;-0,149754636780927;0,88232040156394;0,999418210505191;-4,72326450819277
"33";"1415869_a_at";"Trim28";"21849";"tripartite motif-containing 28";-0,339839687888123;8,84328033054762;-0,819105853341404;0,421496800266724;0,999418210505191;-4,64733445318079
"34";"1415871_at";"Tgfbi";"21810";"transforming growth factor, beta induced";0,364551254222752;9,26031312910854;0,591037364689887;0,560509556115546;0,999418210505191;-4,68450247530854
"35";"1415872_at";"Hnrnph1";"59013";"heterogeneous nuclear ribonucleoprotein H1";-0,053200322547319;8,47433936434376;-0,127323444584609;0,899839137916347;0,999418210505191;-4,72401132560508
"36";"1415880_a_at";"Lamp1";"16783";"lysosomal-associated membrane protein 1";0,267743725855361;11,4419155851026;1,15045196397099;0,262289681345154;0,999418210505191;-4,57471381098569
"37";"1415886_at";"Sh2d3c";"27387";"SH2 domain containing 3C";-0,264353168437058;7,9413134067889;-0,962328165176432;0,346326692062662;0,999418210505191;-4,618506222574
"38";"1415897_a_at";"Mgst1";"56615";"microsomal glutathione S-transferase 1";0,398255466565072;10,4782662888796;0,55010654353268;0,587779549163039;0,999418210505191;-4,68997931717959
"39";"1415899_at";"Junb";"16477";"jun B proto-oncogene";0,185409319852196;8,2655196627235;0,511262067435698;0,614252373816537;0,999418210505191;-4,69483052089927
"40";"1415901_at";"Plod3";"26433";"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3";0,373792268898454;8,35551563043363;1,16207110029502;0,257638617381885;0,999418210505191;-4,57180115520338
"41";"1415904_at";"Lpl";"16956";"lipoprotein lipase";0,306028127987426;7,40954147423671;0,823494887051706;0,419050216622242;0,999418210505191;-4,6465119731465
"42";"1415907_at";"Ccnd3";"12445";"cyclin D3";0,168876185807308;10,5422935353686;0,543431167991382;0,592288573516722;0,999418210505191;-4,69083710214573
"43";"1415911_at";"Impact";"16210";"impact, RWD domain protein";-0,0454855059410955;6,83757981613696;-0,18190860383681;0,857317429049805;0,999418210505191;-4,72198395466544
"44";"1415920_at";"Cstf2t";"83410";"cleavage stimulation factor, 3' pre-RNA subunit 2, tau";0,0144847575052403;7,93043808965466;0,0563784777690372;0,955548381558403;0,999418210505191;-4,72557854823724
"45";"1415936_at";"Bcar3";"29815";"breast cancer anti-estrogen resistance 3";0,0186865305016664;7,72485672025208;0,0334068890839258;0,97365087025796;0,999418210505191;-4,72582672159465
"46";"1415960_at";"Mpo";"17523";"myeloperoxidase";0,182190653722303;5,46421572400472;0,533205660097474;0,599228342983863;0,999418210505191;-4,69213171107777
"47";"1415964_at";"Scd1";"20249";"stearoyl-Coenzyme A desaturase 1";-0,152976054390949;9,61926013809433;-0,202267803695538;0,841563132365497;0,999418210505191;-4,7210454525283
"48";"1415971_at";"Marcks";"17118";"myristoylated alanine rich protein kinase C substrate";0,0329655904332835;9,54004877562624;0,0778376887906702;0,938659629122785;0,999418210505191;-4,7252320580345
"49";"1415975_at";"Carhsp1";"52502";"calcium regulated heat stable protein 1";0,0418065017287734;10,5515116177218;0,173744701026677;0,863652305171987;0,999418210505191;-4,72233249681971
"50";"1415977_at";"Isyna1";"71780";"myo-inositol 1-phosphate synthase A1";0,390899550636112;7,66653102629868;1,37350100073756;0,183410365915825;0,999418210505191;-4,51490847976072
"51";"1415983_at";"Lcp1";"18826";"lymphocyte cytosolic protein 1";-0,150794317109515;11,4925087157743;-0,456557213017728;0,652457632684543;0,999418210505191;-4,7010836803171
"52";"1415986_at";"Clcn4";"12727";"chloride channel, voltage-sensitive 4";-0,255736828152689;7,65362285580518;-0,929588660664841;0,362656195363846;0,999418210505191;-4,62545238344037
"53";"1415994_at";"Cyp2e1";"13106";"cytochrome P450, family 2, subfamily e, polypeptide 1";0,932313881476803;6,91229675783032;0,846624709680009;0,406305095895513;0,999418210505191;-4,6421128419295
"54";"1415995_at";"Casp6";"12368";"caspase 6";0,331549318886021;7,9829277158955;1,19772372132787;0,243749442523439;0,999418210505191;-4,56271955797665
"55";"1415996_at";"Txnip";"56338";"thioredoxin interacting protein";0,225097556714003;9,91369739606184;0,621744677974075;0,540489548300994;0,999418210505191;-4,68015016160037
"56";"1416006_at";"Mdk";"17242";"midkine";0,223583169039212;6,65337724748978;0,755964540707267;0,457676182772378;0,999418210505191;-4,65872781384397
"57";"1416007_at";"Satb1";"20230";"special AT-rich sequence binding protein 1";-0,354686815537729;9,28974829403811;-0,571637123773845;0,573353073217496;0,999418210505191;-4,68714481560169
"58";"1416015_s_at";"Abce1";"24015";"ATP-binding cassette, sub-family E member 1";-0,000655375976011285;6,7992788304629;-0,00217369838782919;0,998285199487201;0,999812054324418;-4,72596045606935
"59";"1416016_at";"Tap1";"21354";"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)";-0,246936795968558;8,34877613868706;-0,662943078227518;0,514242405432301;0,999418210505191;-4,67398668173283
"60";"1416021_a_at";"Fabp5";"16592";"fatty acid binding protein 5, epidermal";0,790281710133558;7,3373377244973;1,17485205742527;0,25259344588653;0,999418210505191;-4,56857043530621
"61";"1416023_at";"Fabp3";"14077";"fatty acid binding protein 3, muscle and heart";0,112034499315876;4,50856668824689;0,476416134144214;0,638467902675214;0,999418210505191;-4,69889239697437
"62";"1416024_x_at";"Cct3";"12462";"chaperonin containing TCP1 subunit 3";-0,0973890130020525;9,1167398330709;-0,364496017702161;0,718962122052522;0,999418210505191;-4,71005695383798
"63";"1416025_at";"Fgg";"99571";"fibrinogen gamma chain";1,51377662715122;7,2345873703236;0,982264503389445;0,336631914612967;0,999418210505191;-4,61417558712731
"64";"1416029_at";"Klf10";"21847";"Kruppel-like transcription factor 10";0,206755308926796;7,23448906469692;0,807235218949624;0,42815860849344;0,999418210505191;-4,64953920740155
"65";"1416037_a_at";"Cct2";"12461";"chaperonin containing TCP1 subunit 2";-0,147528899135184;9,54932057984687;-0,500200885855732;0,621892315838309;0,999418210505191;-4,69614971718169
"66";"1416041_at";"Sgk1";"20393";"serum/glucocorticoid regulated kinase 1";-0,106412299809605;9,37061011195557;-0,325442789669587;0,747915911669554;0,999418210505191;-4,71326874421157
"67";"1416042_s_at";"Nasp";"50927";"nuclear autoantigenic sperm protein (histone-binding)";-0,435075751996102;6,62758121666127;-1,53891033603092;0,138063303847543;0,999418210505191;-4,46569029527322
"68";"1416045_a_at";"Smarcb1";"20587";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1";-0,0532696082200372;7,33064373389967;-0,215338430315206;0,831484053930515;0,999418210505191;-4,72039085248092
"69";"1416046_a_at";"Fuca2";"66848";"fucosidase, alpha-L- 2, plasma";0,184755993362032;5,7491255697244;0,59208126696197;0,559822707154879;0,999418210505191;-4,68435793054207
"70";"1416054_at";"Rps5";"20103";"ribosomal protein S5";-0,143179204763983;13,0540844264582;-0,670420751241119;0,509555453091956;0,999418210505191;-4,67282847870278
"71";"1416064_a_at";"Hspa5";"14828";"heat shock protein 5";0,389735525623438;10,2528370980615;1,23671081951625;0,229213407263672;0,999418210505191;-4,55254380969336
"72";"1416065_a_at";"Ankrd10";"102334";"ankyrin repeat domain 10";-0,489939058034418;8,04619181557496;-0,809651104506432;0,426797524268883;0,999418210505191;-4,6490928405364
"73";"1416067_at";"Ifrd1";"15982";"interferon-related developmental regulator 1";0,217179453952467;9,10952422688568;0,841143463326416;0,409302837651626;0,999418210505191;-4,64316514516488
"74";"1416071_at";"Ddx18";"66942";"DEAD box helicase 18";-0,084636787496434;7,40055587478917;-0,256678560403827;0,799808203694749;0,999418210505191;-4,71805305127876
"75";"1416079_a_at";"Arpc1a";"56443";"actin related protein 2/3 complex, subunit 1A";0,153075305069809;9,72175346648063;0,568383816989482;0,575521389203396;0,999418210505191;-4,68757973940204
"76";"1416080_at";"Adam15";"11490";"ADAM metallopeptidase domain 15";0,205476322578805;6,66518746212544;0,896161197237091;0,379852536578011;0,999418210505191;-4,63232919048434
"77";"1416082_at";"Rab1a";"19324";"RAB1A, member RAS oncogene family";0,279147763692468;10,426252865558;0,8098657752119;0,426676711663873;0,999418210505191;-4,64905311935938
"78";"1416088_a_at";"Rps15";"20054";"ribosomal protein S15";-0,295464837173419;12,4291013005764;-1,19847047058372;0,243464657774132;0,999418210505191;-4,56252703812464
"79";"1416090_at";"Pdhb";"68263";"pyruvate dehydrogenase (lipoamide) beta";-0,0952300858931032;8,55311790771624;-0,377466112026034;0,70943831057644;0,999418210505191;-4,70891151987798
"80";"1416094_at";"Adam9";"11502";"ADAM metallopeptidase domain 9";0,269875803646936;9,03437362375211;0,856012395580936;0,401203539596427;0,999418210505191;-4,64029648197274
"81";"1416100_at";"Eif3d";"55944";"eukaryotic translation initiation factor 3, subunit D";-0,123233952383629;8,675082418252;-0,474031261389549;0,640140823121695;0,999418210505191;-4,69916030507647
"82";"1416106_at";"Kti12";"100087";"KTI12 homolog, chromatin associated";-0,111843277497972;6,97552964531513;-0,309793602558486;0,759628542024666;0,999418210505191;-4,71445546104469
"83";"1416107_at";"Nsg2";"18197";"neuron specific gene family member 2";-0,298142855198347;8,2852988135977;-0,426493259331342;0,67388601879271;0,999418210505191;-4,70422914532867
"84";"1416109_at";"Fuca1";"71665";"fucosidase, alpha-L- 1, tissue";0,285615386925421;9,03376134855567;1,00158017610983;0,327418540645425;0,999418210505191;-4,60990781076385
"85";"1416111_at";"Cd83";"12522";"CD83 antigen";-0,494418354388323;7,32451425068721;-0,586628883721324;0,563414978520664;0,999418210505191;-4,68511024067218
"86";"1416115_at";"Orc3";"50793";"origin recognition complex, subunit 3";-0,0203836175331826;7,43162255360734;-0,0825851450470317;0,934926999115432;0,999418210505191;-4,72514044947874
"87";"1416118_at";"Trim59";"66949";"tripartite motif-containing 59";-0,544979117105258;9,58355130131452;-1,9015279404332;0,0703879641266363;0,999418210505191;-4,3459478550486
"88";"1416119_at";"Txn1";"22166";"thioredoxin 1";0,0583305034177037;11,1492868667754;0,108918334303977;0,914253006426967;0,999418210505191;-4,72453400950534
"89";"1416125_at";"Fkbp5";"14229";"FK506 binding protein 5";0,718000145232367;8,50448439532085;1,07897989602687;0,292265958390393;0,999418210505191;-4,59210978377449
"90";"1416129_at";"Errfi1";"74155";"ERBB receptor feedback inhibitor 1";0,646385435053993;5,96701181008109;0,93365864426023;0,360598558809923;0,999418210505191;-4,62460017021192
"91";"1416133_at";"Efr3a";"76740";"EFR3 homolog A";-0,0755221703069466;9,15917824587905;-0,269484419393422;0,790064277723743;0,999418210505191;-4,71724665147218
"92";"1416135_at";"Apex1";"11792";"apurinic/apyrimidinic endonuclease 1";-0,027264774472842;6,98969907911638;-0,0860850078800524;0,932176248570351;0,999418210505191;-4,7250694468263
"93";"1416138_at";"Anxa7";"11750";"annexin A7";0,261510294969209;9,2365063656184;0,933973274630639;0,360439819833849;0,999418210505191;-4,62453415569962
"94";"1416145_at";"Dhx15";"13204";"DEAH-box helicase 15";-0,241194817626937;9,6098556547471;-0,644258341995666;0,526057920209875;0,999418210505191;-4,67682779447934
"95";"1416146_at";"Hspa4";"15525";"heat shock protein 4";-0,000940738776641581;8,49722752536369;-0,00375795714348703;0,997035404579626;0,999418210505191;-4,72595932514081
"96";"1416151_at";"Srsf3";"20383";"serine and arginine-rich splicing factor 3";-0,455464643792382;5,62601430652178;-1,44357866233676;0,162924618214258;0,999418210505191;-4,49452690624039
"97";"1416155_at";"Hmgb3";"15354";"high mobility group box 3";-0,443792934815468;7,46964092316837;-1,89014507400828;0,0719636510412109;0,999418210505191;-4,34991548749944
"98";"1416156_at";"Vcl";"22330";"vinculin";0,224097530047379;9,72607247433598;0,702950797817445;0,489446957890422;0,999418210505191;-4,66764994143123
"99";"1416161_at";"Rad21";"19357";"RAD21 cohesin complex component";-0,229045001956848;8,89484744769048;-0,860129215560787;0,398979357976406;0,999418210505191;-4,63949434983153
"100";"1416165_at";"Rab31";"106572";"RAB31, member RAS oncogene family";0,431677564897269;8,32953929636423;1,00959676550582;0,323646557228204;0,999418210505191;-4,60811591981218
"101";"1416168_at";"Serpinf1";"20317";"serine (or cysteine) peptidase inhibitor, clade F, member 1";0,546583919424979;5,98145998063045;1,05313977084976;0,303688454605058;0,999418210505191;-4,59817417531252
"102";"1416171_at";"Kansl2";"69612";"KAT8 regulatory NSL complex subunit 2";-0,186765386473017;7,75436470554975;-0,641982842507033;0,527506935310262;0,999418210505191;-4,67716861598106
"103";"1416172_at";"Pes1";"64934";"pescadillo ribosomal biogenesis factor 1";0,0238042853182785;7,78483964769078;0,0940031031787245;0,925956195996374;0,999418210505191;-4,72489795006365
"104";"1416176_at";"Hmgb1";"15289";"high mobility group box 1";0,0513138676969174;10,6884100063781;0,225365106188114;0,823772179360613;0,999418210505191;-4,71986113508908
"105";"1416177_at";"Rbmxl1";"19656";"RNA binding motif protein, X-linked like-1";-0,217877964263078;8,5691181297742;-0,73101888876724;0,472469695588049;0,999418210505191;-4,66300013000725
"106";"1416185_a_at";"Adh5";"11532";"alcohol dehydrogenase 5 (class III), chi polypeptide";-0,0729111589362752;8,84729475208754;-0,222333567981168;0,826101963959415;0,999418210505191;-4,72002381588442
"107";"1416187_s_at";"Pnrc2";"52830";"proline-rich nuclear receptor coactivator 2";-0,206141364273362;8,63885366746602;-0,781439189001881;0,442859534948851;0,999418210505191;-4,65423044001797
"108";"1416188_at";"Gm2a";"14667";"GM2 ganglioside activator protein";-0,195968757170993;9,02245185491515;-0,772122227821937;0,448244218166041;0,999418210505191;-4,65589096346992
"109";"1416193_at";"Car1";"12346";"carbonic anhydrase 1";-0,389099895757;7,00682532047547;-1,64113039582984;0,114967405618699;0,999418210505191;-4,43344900925443
"110";"1416195_at";"Inpp5k";"19062";"inositol polyphosphate 5-phosphatase K";0,0557006118681223;9,07257433678947;0,207051391238354;0,837871070745465;0,999418210505191;-4,72081060314645
"111";"1416202_at";"Phb2";"12034";"prohibitin 2";-0,0025078254551989;9,13444990642473;-0,0072302393569031;0,994296211697166;0,999418210505191;-4,72595473343845
"112";"1416203_at";"Aqp1";"11826";"aquaporin 1";-0,767634248632557;11,2617211695385;-2,3087336274836;0,0307185856073122;0,999418210505191;-4,19748628683117
"113";"1416206_at";"Sipa1";"20469";"signal-induced proliferation associated gene 1";-0,303377056660995;8,50547684613084;-0,709051208985517;0,485727427148087;0,999418210505191;-4,66665357938042
"114";"1416207_at";"Tafazzin";"66826";"tafazzin, phospholipid-lysophospholipid transacylase";-0,199099753849076;8,68644162895385;-0,607624375568569;0,549647830297521;0,999418210505191;-4,68217728491106
"115";"1416210_at";"Imp3";"102462";"IMP3, U3 small nucleolar ribonucleoprotein";-0,236519926670873;8,37185817830772;-0,602174479468991;0,553204340627521;0,999418210505191;-4,68294795181502
"116";"1416225_at";"Adh1";"11522";"alcohol dehydrogenase 1 (class I)";0,24516632237924;6,63429832387106;0,368976593053337;0,715666705875873;0,999418210505191;-4,70966568725687
"117";"1416233_at";"Eif3i";"54709";"eukaryotic translation initiation factor 3, subunit I";-0,0948770968357291;10,4642376045133;-0,36000824169178;0,722268444871971;0,999418210505191;-4,71044415850633
"118";"1416234_at";"Lrrc59";"98238";"leucine rich repeat containing 59";0,426458509714438;7,78127663226691;1,2034585308176;0,241568790172888;0,999418210505191;-4,56123865877188
"119";"1416238_at";"Tie1";"21846";"tyrosine kinase with immunoglobulin-like and EGF-like domains 1";0,180656831866707;4,96704865334436;0,771102082730844;0,448836211637676;0,999418210505191;-4,65607168357208
"120";"1416239_at";"Ass1";"11898";"argininosuccinate synthetase 1";-0,387343864794218;7,73474919250358;-0,866457725252911;0,395575782762072;0,999418210505191;-4,63825465076008
"121";"1416249_at";"Nadk";"192185";"NAD kinase";0,0542174288093769;8,20306979782539;0,116019460164479;0,908687939707747;0,999418210505191;-4,72434197397904
"122";"1416250_at";"Btg2";"12227";"BTG anti-proliferation factor 2";-0,471481649943545;9,00824589241459;-1,36419320386182;0,186278771429141;0,999418210505191;-4,51756118279182
"123";"1416252_at";"Stk38";"106504";"serine/threonine kinase 38";-0,0666970151192352;9,90787940497776;-0,225518258544755;0,823654523236017;0,999418210505191;-4,7198528585169
"124";"1416253_at";"Cdkn2d";"12581";"cyclin dependent kinase inhibitor 2D";0,227890134652091;10,0488544412352;0,704588078476734;0,488447071034168;0,999418210505191;-4,66738330829702
"125";"1416254_a_at";"Vps16";"80743";"VSP16 CORVET/HOPS core subunit";-0,116315365687118;7,2300411885141;-0,289311781747618;0,775047259624687;0,999418210505191;-4,71592160832535
"126";"1416257_at";"Capn2";"12334";"calpain 2";0,153321516486791;8,44098260183739;0,614313170314593;0,545299364755608;0,999418210505191;-4,68122249349195
"127";"1416259_at";"Pex12";"103737";"peroxisomal biogenesis factor 12";0,0349213937079806;5,58826542704082;0,130851098059431;0,897080344682648;0,999418210505191;-4,72390186655563
"128";"1416260_a_at";"Snx1";"56440";"sorting nexin 1";0,163347297977227;8,25374515841223;0,625639252200959;0,537977990501436;0,999418210505191;-4,67958335813751
"129";"1416266_at";"Pdyn";"18610";"prodynorphin";0,149531905529011;5,09576193470935;0,703377382305687;0,48918632939605;0,999418210505191;-4,6675805267292
"130";"1416268_at";"Ets2";"23872";"E26 avian leukemia oncogene 2, 3' domain";0,458465552819345;7,88912778043556;0,892052912183362;0,382002436684489;0,999418210505191;-4,63315918575018
"131";"1416276_a_at";"Rps4x";"20102";"ribosomal protein S4, X-linked";-0,179782395851172;13,1478687007413;-0,742716943505386;0,465497566289515;0,999418210505191;-4,66101296389244
"132";"1416279_at";"Ap1b1";"11764";"adaptor protein complex AP-1, beta 1 subunit";-0,107545076976342;9,0631935668394;-0,510272831560184;0,614933835508698;0,999418210505191;-4,69494962736152
"133";"1416289_at";"Plod1";"18822";"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1";0,472552727595792;5,7977012352508;1,08946069015865;0,287721984636329;0,999418210505191;-4,58961561211565
"134";"1416296_at";"Il2rg";"16186";"interleukin 2 receptor, gamma chain";-0,53070240308676;10,5500300465838;-0,990576905638318;0,332645332803534;0,999418210505191;-4,61234761202418
"135";"1416300_a_at";"Slc25a3";"18674";"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3";0,0518149459018211;10,1345717632289;0,195612908986857;0,846705688406648;0,999418210505191;-4,72136310179017
"136";"1416301_a_at";"Ebf1";"13591";"early B cell factor 1";-0,444283306557317;6,87884543900517;-0,459919060387599;0,650079960726814;0,999418210505191;-4,70071906084226
"137";"1416304_at";"Litaf";"56722";"LPS-induced TN factor";0,209902255688657;11,0705761650268;0,64920128468549;0,522917813846886;0,999418210505191;-4,67608356569529
"138";"1416309_at";"Nusap1";"108907";"nucleolar and spindle associated protein 1";-0,406357265386529;11,0175448542712;-1,16800326663418;0,255287722508693;0,999418210505191;-4,57030512765382
"139";"1416313_at";"Mllt11";"56772";"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11";-0,0133036579514094;6,40892195272426;-0,0344325100637322;0,972842257877454;0,999418210505191;-4,72581834895877
"140";"1416315_at";"Abhd4";"105501";"abhydrolase domain containing 4";-0,00672376844347156;8,93025975892107;-0,0265594332098124;0,979050189014588;0,999418210505191;-4,72587613426749
"141";"1416316_at";"Slc27a2";"26458";"solute carrier family 27 (fatty acid transporter), member 2";0,485566194580931;7,33291568207171;0,761313182855375;0,454540816940732;0,999418210505191;-4,65779477412986
"142";"1416318_at";"Serpinb1a";"66222";"serine (or cysteine) peptidase inhibitor, clade B, member 1a";0,549041020840111;9,55911401952665;1,23961403503034;0,228157898118803;0,999418210505191;-4,55177599676712
"143";"1416326_at";"Crip1";"12925";"cysteine-rich protein 1";0,165254791137002;10,4654514560732;0,412768983705281;0,683764436945006;0,999418210505191;-4,70559592690005
"144";"1416329_at";"Cyfip1";"20430";"cytoplasmic FMR1 interacting protein 1";0,621298998977673;8,28299826350395;1,02709911057389;0,315516845728549;0,999418210505191;-4,60416200205766
"145";"1416332_at";"Cirbp";"12696";"cold inducible RNA binding protein";0,440332295860978;7,54752118095468;0,519030017693377;0,608913623928213;0,999418210505191;-4,69388756030367
"146";"1416345_at";"Timm8a1";"30058";"translocase of inner mitochondrial membrane 8A1";-0,196362710273852;7,58228069745689;-0,81517034488534;0,423698176775329;0,999418210505191;-4,64806859892854
"147";"1416347_at";"Men1";"17283";"multiple endocrine neoplasia 1";-0,150415423091717;6,91792717930246;-0,568054493416709;0,575741112765196;0,999418210505191;-4,68762363432446
"148";"1416350_at";"Klf16";"118445";"Kruppel-like transcription factor 16";-0,151435120264124;6,7546715174758;-0,511407493327958;0,614152223287092;0,999418210505191;-4,69481299261846
"149";"1416359_at";"Snx18";"170625";"sorting nexin 18";0,318688379908728;8,65940651693196;0,743661718558517;0,464937152433577;0,999418210505191;-4,66085121523764
"150";"1416362_a_at";"Fkbp4";"14228";"FK506 binding protein 4";-0,423853106721696;6,76452427145209;-1,60238390868496;0,123309591026411;0,999418210505191;-4,44582364696463
"151";"1416369_at";"Mfsd14b";"66631";"major facilitator superfamily domain containing 14B";0,129754970238293;8,92959453000712;0,429031155581169;0,672065801966903;0,999418210505191;-4,7039716429483
"152";"1416376_at";"Tmem97";"69071";"transmembrane protein 97";0,161614460752046;5,70597814303543;0,674459179984359;0,507034171120013;0,999418210505191;-4,67219795456954
"153";"1416377_at";"Pdcd7";"50996";"programmed cell death 7";-0,0990857913425609;6,64886661761633;-0,351447745096038;0,72859066071809;0,999418210505191;-4,71116972552608
"154";"1416378_at";"Pnkp";"59047";"polynucleotide kinase 3'- phosphatase";0,232801142616641;8,34702410796906;0,611753948939533;0,546960987083401;0,999418210505191;-4,68158897091514
"155";"1416380_at";"Mov10";"17454";"Mov10 RISC complex RNA helicase";-0,0964379600778962;6,35926958501244;-0,246102176432672;0,807881011784528;0,999418210505191;-4,71868976897837
"156";"1416381_a_at";"Prdx5";"54683";"peroxiredoxin 5";0,295875575430095;10,7659699196071;0,486352031261442;0,631519389485753;0,999418210505191;-4,69776229683566
