"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"17";"1415760_s_at";"Atox1";"11927";"antioxidant 1 copper chaperone";0,0113717984021218;10,2092115868968;0,0420609002964012;0,966828936257844;0,994848207133867;-4,64341137102612
"18";"1415767_at";"Ythdf1";"228994";"YTH N6-methyladenosine RNA binding protein 1";0,21235678201295;8,16692890384619;0,971555264142184;0,341816259985119;0,962137603500958;-4,59978329012315
"19";"1415771_at";"Ncl";"17975";"nucleolin";0,455628689089286;8,36372503940357;1,32508356158244;0,198719966943479;0,962137603500958;-4,56483838971954
"20";"1415782_at";"Sumo2";"170930";"small ubiquitin-like modifier 2";0,251668300984289;10,6275460735751;0,908020928418427;0,373690959685047;0,962137603500958;-4,60512300804958
"21";"1415787_at";"Ganab";"14376";"alpha glucosidase 2 alpha neutral subunit";-0,128035009704601;7,49810531176664;-0,494454389162291;0,625878751955166;0,962137603500958;-4,63183522436379
"22";"1415793_at";"Pnpo";"103711";"pyridoxine 5'-phosphate oxidase";-0,414933419526303;8,21826438044908;-1,25450676680912;0,222801553957146;0,962137603500958;-4,57247412934463
"23";"1415794_a_at";"Spin1";"20729";"spindlin 1";0,275011304911699;7,8505305216293;0,766187075347786;0,451695048612214;0,962137603500958;-4,61590087398609
"24";"1415799_at";"Wbp11";"60321";"WW domain binding protein 11";0,262920875148458;8,48985342602908;1,03779646876821;0,310619169757593;0,962137603500958;-4,59389383870235
"25";"1415802_at";"Slc16a1";"20501";"solute carrier family 16 (monocarboxylic acid transporters), member 1";0,357685527181173;9,96128450533055;0,911019645208554;0,372143543148808;0,962137603500958;-4,60487793768706
"26";"1415818_at";"Anxa6";"11749";"annexin A6";-0,363941199191702;8,95853150954503;-1,25499157075312;0,222628818834324;0,962137603500958;-4,57242272945404
"27";"1415822_at";"Scd2";"20250";"stearoyl-Coenzyme A desaturase 2";0,306337774259717;6,99224302647931;0,843750194440335;0,407875442526213;0,962137603500958;-4,61020636841361
"28";"1415837_at";"Klk1";"16612";"kallikrein 1";-0,371845463190878;5,00501886644089;-0,835536718497567;0,412383732604037;0,962137603500958;-4,61083242285793
"29";"1415839_a_at";"Npm1";"18148";"nucleophosmin 1";0,479700586151274;8,95302965170178;1,24232701353555;0,227174902072064;0,962137603500958;-4,57376058307522
"30";"1415840_at";"Elovl5";"68801";"ELOVL fatty acid elongase 5";0,431903225096454;9,3083637493149;1,23571370928822;0,22957677808398;0,962137603500958;-4,57445515518744
"31";"1415849_s_at";"Stmn1";"16765";"stathmin 1";-0,112495296680478;9,6095712175287;-0,51732852875196;0,610081132415783;0,962137603500958;-4,63074396332554
"32";"1415852_at";"Impdh2";"23918";"inosine monophosphate dehydrogenase 2";0,166220479370107;9,37273803343611;0,557159453487244;0,583034029428325;0,962137603500958;-4,62873165943497
"33";"1415869_a_at";"Trim28";"21849";"tripartite motif-containing 28";0,208726875375373;8,84328033054762;0,503088401569841;0,619893658517519;0,962137603500958;-4,63142886444524
"34";"1415871_at";"Tgfbi";"21810";"transforming growth factor, beta induced";-0,970934707288835;9,26031312910854;-1,57415091577574;0,12970152414404;0,962137603500958;-4,53562297329258
"35";"1415872_at";"Hnrnph1";"59013";"heterogeneous nuclear ribonucleoprotein H1";0,605862146836834;8,47433936434376;1,44999977039762;0,161143472405061;0,962137603500958;-4,55060437489831
"36";"1415880_a_at";"Lamp1";"16783";"lysosomal-associated membrane protein 1";-0,0835049644739758;11,4419155851026;-0,358807475594446;0,723154041601689;0,964615718617842;-4,63732528987604
"37";"1415886_at";"Sh2d3c";"27387";"SH2 domain containing 3C";-0,462094470982054;7,9413134067889;-1,68216831682959;0,106654581642764;0,962137603500958;-4,52198127500752
"38";"1415897_a_at";"Mgst1";"56615";"microsomal glutathione S-transferase 1";-1,46485559137911;10,4782662888796;-2,02339129980635;0,0553281868449993;0,962137603500958;-4,47585604703487
"39";"1415899_at";"Junb";"16477";"jun B proto-oncogene";-0,254580011942888;8,2655196627235;-0,701998709328549;0,490028939520641;0,962137603500958;-4,62023841370352
"40";"1415901_at";"Plod3";"26433";"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3";-0,521486915624015;8,35551563043363;-1,62123437066936;0,119189899037482;0,962137603500958;-4,52974235585999
"41";"1415904_at";"Lpl";"16956";"lipoprotein lipase";0,0243956269600387;7,40954147423671;0,0656464953079021;0,948251203197434;0,991837826429185;-4,64328895199395
"42";"1415907_at";"Ccnd3";"12445";"cyclin D3";-0,268528860883064;10,5422935353686;-0,864106160448135;0,396838297035267;0,962137603500958;-4,60863159474915
"43";"1415911_at";"Impact";"16210";"impact, RWD domain protein";0,365528579499764;6,83757981613696;1,46184575027842;0,157898811061319;0,962137603500958;-4,5492094065553
"44";"1415920_at";"Cstf2t";"83410";"cleavage stimulation factor, 3' pre-RNA subunit 2, tau";0,209199380254717;7,93043808965466;0,814258892820261;0,424209033120883;0,962137603500958;-4,61242907465748
"45";"1415936_at";"Bcar3";"29815";"breast cancer anti-estrogen resistance 3";0,23350604012437;7,72485672025208;0,417450975298273;0,680387825519751;0,962137603500958;-4,63515948306388
"46";"1415960_at";"Mpo";"17523";"myeloperoxidase";0,108921032712932;5,46421572400472;0,318772176067383;0,752901114922486;0,967355994190942;-4,63861994646439
"47";"1415964_at";"Scd1";"20249";"stearoyl-Coenzyme A desaturase 1";0,566168287489653;9,61926013809433;0,74859831160197;0,462015437552114;0,962137603500958;-4,6171236590991
"48";"1415971_at";"Marcks";"17118";"myristoylated alanine rich protein kinase C substrate";-0,675829866883893;9,54004877562624;-1,5957558824985;0,124786083599099;0,962137603500958;-4,53293752457067
"49";"1415975_at";"Carhsp1";"52502";"calcium regulated heat stable protein 1";-0,0127775366907166;10,5515116177218;-0,0531024888566079;0,958128720352557;0,9948003896462;-4,64336073191894
"50";"1415977_at";"Isyna1";"71780";"myo-inositol 1-phosphate synthase A1";-0,23526725539422;7,66653102629868;-0,826656899960344;0,417293159396194;0,962137603500958;-4,61150318249387
"51";"1415983_at";"Lcp1";"18826";"lymphocyte cytosolic protein 1";-0,604380379377758;11,4925087157743;-1,82987148919483;0,0808314218678993;0,962137603500958;-4,50252467476188
"52";"1415986_at";"Clcn4";"12727";"chloride channel, voltage-sensitive 4";-0,0874335527063872;7,65362285580518;-0,317815935016493;0,753616659988257;0,967355994190942;-4,63864903326077
"53";"1415994_at";"Cyp2e1";"13106";"cytochrome P450, family 2, subfamily e, polypeptide 1";-0,944836982022932;6,91229675783032;-0,857996809328858;0,400130434302624;0,962137603500958;-4,60910768292012
"54";"1415995_at";"Casp6";"12368";"caspase 6";-0,129701477959085;7,9829277158955;-0,468547295964389;0,643995085577804;0,962137603500958;-4,63301401568762
"55";"1415996_at";"Txnip";"56338";"thioredoxin interacting protein";0,4812740575624;9,91369739606184;1,32933288261585;0,197337503643368;0,962137603500958;-4,56436899526468
"56";"1416006_at";"Mdk";"17242";"midkine";-0,145028598294155;6,65337724748978;-0,490361050744529;0,62872552425922;0,962137603500958;-4,63202552241681
"57";"1416007_at";"Satb1";"20230";"special AT-rich sequence binding protein 1";0,627753421077824;9,28974829403811;1,01172962834855;0,322648115561133;0,962137603500958;-4,59624995066478
"58";"1416015_s_at";"Abce1";"24015";"ATP-binding cassette, sub-family E member 1";0,620410272690143;6,7992788304629;2,05772695201145;0,0516380102726894;0,962137603500958;-4,47100686115909
"59";"1416016_at";"Tap1";"21354";"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)";-0,348799305785674;8,34877613868706;-0,936410001410312;0,359212017773505;0,962137603500958;-4,60277512630325
"60";"1416021_a_at";"Fabp5";"16592";"fatty acid binding protein 5, epidermal";0,0742914495946385;7,3373377244973;0,110443480199758;0,913057378730389;0,984306272179804;-4,64290898663586
"61";"1416023_at";"Fabp3";"14077";"fatty acid binding protein 3, muscle and heart";-0,00823156458459895;4,50856668824689;-0,0350039514729846;0,97239173923057;0,995245473368206;-4,64343758228439
"62";"1416024_x_at";"Cct3";"12462";"chaperonin containing TCP1 subunit 3";0,227711199884745;9,1167398330709;0,852250402644711;0,403242966794553;0,962137603500958;-4,60955278450434
"63";"1416025_at";"Fgg";"99571";"fibrinogen gamma chain";-1,1178093385952;7,2345873703236;-0,725327908467973;0,475883686741512;0,962137603500958;-4,6187018591073
"64";"1416029_at";"Klf10";"21847";"Kruppel-like transcription factor 10";-0,187399774452887;7,23448906469692;-0,731665362049527;0,472082793504268;0,962137603500958;-4,61827653989493
"65";"1416037_a_at";"Cct2";"12461";"chaperonin containing TCP1 subunit 2";0,376137765113059;9,54932057984687;1,27530568191217;0,215482729518946;0,962137603500958;-4,57025575629621
"66";"1416041_at";"Sgk1";"20393";"serum/glucocorticoid regulated kinase 1";-0,160358518826261;9,37061011195557;-0,490427552148351;0,628679227516012;0,962137603500958;-4,63202244290517
"67";"1416042_s_at";"Nasp";"50927";"nuclear autoantigenic sperm protein (histone-binding)";0,286740954927447;6,62758121666127;1,01423399781925;0,321478507488274;0,962137603500958;-4,5960257414835
"68";"1416045_a_at";"Smarcb1";"20587";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1";-0,0268262654172826;7,33064373389967;-0,108443183255923;0,914625540375991;0,98437036078377;-4,64293006972972
"69";"1416046_a_at";"Fuca2";"66848";"fucosidase, alpha-L- 2, plasma";-0,423989474179483;5,7491255697244;-1,35874469067328;0,187974229216924;0,962137603500958;-4,56109077911219
"70";"1416054_at";"Rps5";"20103";"ribosomal protein S5";0,19902718201673;13,0540844264582;0,931922712554578;0,361475223431527;0,962137603500958;-4,60315036133766
"71";"1416064_a_at";"Hspa5";"14828";"heat shock protein 5";-0,193381370156924;10,2528370980615;-0,613638780769035;0,545736964716337;0,962137603500958;-4,62563692283182
"72";"1416065_a_at";"Ankrd10";"102334";"ankyrin repeat domain 10";0,434269884665383;8,04619181557496;0,71765474911067;0,480509595002949;0,962137603500958;-4,61921230678136
"73";"1416067_at";"Ifrd1";"15982";"interferon-related developmental regulator 1";-0,118377226973653;9,10952422688568;-0,458479054364824;0,651097942860952;0,962137603500958;-4,63345566249565
"74";"1416071_at";"Ddx18";"66942";"DEAD box helicase 18";0,416362933594963;7,40055587478917;1,26270669719325;0,219893705419102;0,962137603500958;-4,57160276924297
"75";"1416079_a_at";"Arpc1a";"56443";"actin related protein 2/3 complex, subunit 1A";-0,254998508132861;9,72175346648063;-0,946834796854277;0,353991007731717;0,962137603500958;-4,60189745442332
"76";"1416080_at";"Adam15";"11490";"ADAM metallopeptidase domain 15";-0,112372894041833;6,66518746212544;-0,49010137030705;0,628906322738837;0,962137603500958;-4,63203754372591
"77";"1416082_at";"Rab1a";"19324";"RAB1A, member RAS oncogene family";-0,128462065514711;10,426252865558;-0,372695195179887;0,712936005095687;0,962137603500958;-4,63684122821957
"78";"1416088_a_at";"Rps15";"20054";"ribosomal protein S15";0,344540856912467;12,4291013005764;1,39753361810983;0,17616589867184;0,962137603500958;-4,55669060646686
"79";"1416090_at";"Pdhb";"68263";"pyruvate dehydrogenase (lipoamide) beta";0,287228935489198;8,55311790771624;1,13849723565498;0,267139498671486;0,962137603500958;-4,58433675375946
"80";"1416094_at";"Adam9";"11502";"ADAM metallopeptidase domain 9";-0,159892510523655;9,03437362375211;-0,507159104740872;0,617081128024573;0,962137603500958;-4,63123494237802
"81";"1416100_at";"Eif3d";"55944";"eukaryotic translation initiation factor 3, subunit D";0,228640920273435;8,675082418252;0,879489310746815;0,388626472301682;0,962137603500958;-4,607419757111
"82";"1416106_at";"Kti12";"100087";"KTI12 homolog, chromatin associated";0,283676745039568;6,97552964531513;0,785753446911161;0,440379583661816;0,962137603500958;-4,61451058831304
"83";"1416107_at";"Nsg2";"18197";"neuron specific gene family member 2";0,482688395562558;8,2852988135977;0,6904855960004;0,497097965299098;0,962137603500958;-4,62097975045137
"84";"1416109_at";"Fuca1";"71665";"fucosidase, alpha-L- 1, tissue";-0,421441839707427;9,03376134855567;-1,47788883707598;0,153589108041434;0,962137603500958;-4,54730825571275
"85";"1416111_at";"Cd83";"12522";"CD83 antigen";0,573800811462396;7,32451425068721;0,680816410877414;0,503079448202734;0,962137603500958;-4,62159364658182
"86";"1416115_at";"Orc3";"50793";"origin recognition complex, subunit 3";0,2063674371774;7,43162255360734;0,836106971911908;0,412069709461283;0,962137603500958;-4,6107891310198
"87";"1416118_at";"Trim59";"66949";"tripartite motif-containing 59";0,191769350948118;9,58355130131452;0,669116976231138;0,51037092559308;0,962137603500958;-4,6223257704483
"88";"1416119_at";"Txn1";"22166";"thioredoxin 1";-0,716458430646558;11,1492868667754;-1,33781562461846;0,194600269567882;0,962137603500958;-4,56342875045609
"89";"1416125_at";"Fkbp5";"14229";"FK506 binding protein 5";0,0775106246758526;8,50448439532085;0,116479650190967;0,908327456424361;0,984272872680091;-4,64284303480833
"90";"1416129_at";"Errfi1";"74155";"ERBB receptor feedback inhibitor 1";-0,285291317696281;5,96701181008109;-0,41208339553207;0,684259447393326;0,962137603500958;-4,63537094843573
"91";"1416133_at";"Efr3a";"76740";"EFR3 homolog A";0,0967354528237614;9,15917824587905;0,345179398751644;0,733232629570485;0,965053071031506;-4,63778282268387
"92";"1416135_at";"Apex1";"11792";"apurinic/apyrimidinic endonuclease 1";0,373228326766257;6,98969907911638;1,17842029035434;0,251198143239353;0,962137603500958;-4,58035432546012
"93";"1416138_at";"Anxa7";"11750";"annexin A7";-0,329930748752547;9,2365063656184;-1,1783341143416;0,251231773161798;0,962137603500958;-4,58036303659472
"94";"1416145_at";"Dhx15";"13204";"DEAH-box helicase 15";0,588092012585697;9,6098556547471;1,57085955949263;0,13046428293413;0,962137603500958;-4,53603011959257
"95";"1416146_at";"Hspa4";"15525";"heat shock protein 4";0,289396397676354;8,49722752536369;1,15604808364524;0,260041903487282;0,962137603500958;-4,58259921132131
"96";"1416151_at";"Srsf3";"20383";"serine and arginine-rich splicing factor 3";-0,0585211078987626;5,62601430652178;-0,185480528094448;0,8545488133194;0,980694259040935;-4,64184078987615
"97";"1416155_at";"Hmgb3";"15354";"high mobility group box 3";0,577698545072351;7,46964092316837;2,46045841104769;0,0221837305676383;0,962137603500958;-4,41226953082555
"98";"1416156_at";"Vcl";"22330";"vinculin";-0,155114923778438;9,72607247433598;-0,486565645772143;0,631370380071057;0,962137603500958;-4,63220061426672
"99";"1416161_at";"Rad21";"19357";"RAD21 cohesin complex component";0,209833606897451;8,89484744769048;0,7879849556071;0,439100200313228;0,962137603500958;-4,61435003133574
"100";"1416165_at";"Rab31";"106572";"RAB31, member RAS oncogene family";-0,368572497467168;8,32953929636423;-0,862008201389407;0,397966846500132;0,962137603500958;-4,60879541745226
"101";"1416168_at";"Serpinf1";"20317";"serine (or cysteine) peptidase inhibitor, clade F, member 1";-0,336101067084273;5,98145998063045;-0,647588390715683;0,523941305842625;0,962137603500958;-4,62364228503096
"102";"1416171_at";"Kansl2";"69612";"KAT8 regulatory NSL complex subunit 2";0,329709982477866;7,75436470554975;1,13333715498008;0,269253105911674;0,962137603500958;-4,58484362624919
"103";"1416172_at";"Pes1";"64934";"pescadillo ribosomal biogenesis factor 1";0,334658826981475;7,78483964769078;1,32156743299721;0,199869608400077;0,962137603500958;-4,56522597776025
"104";"1416176_at";"Hmgb1";"15289";"high mobility group box 1";-0,127812935070288;10,6884100063781;-0,56134095863642;0,580229570472652;0,962137603500958;-4,62851219758459
"105";"1416177_at";"Rbmxl1";"19656";"RNA binding motif protein, X-linked like-1";0,281398178299881;8,5691181297742;0,944140378296917;0,355335507242031;0,962137603500958;-4,60212509283899
"106";"1416185_a_at";"Adh5";"11532";"alcohol dehydrogenase 5 (class III), chi polypeptide";0,23523285364773;8,84729475208754;0,717313514432029;0,480715921650739;0,962137603500958;-4,6192348919801
"107";"1416187_s_at";"Pnrc2";"52830";"proline-rich nuclear receptor coactivator 2";0,142539360565014;8,63885366746602;0,540337174508378;0,594384219026191;0,962137603500958;-4,62959883620063
"108";"1416188_at";"Gm2a";"14667";"GM2 ganglioside activator protein";-0,100940386922565;9,02245185491515;-0,397707867075228;0,694672027848512;0,962137603500958;-4,6359242012887
"109";"1416193_at";"Car1";"12346";"carbonic anhydrase 1";-0,409030743759294;7,00682532047547;-1,72519395078812;0,098491654105434;0,962137603500958;-4,51640408399322
"110";"1416195_at";"Inpp5k";"19062";"inositol polyphosphate 5-phosphatase K";0,0899081539733153;9,07257433678947;0,334208328050717;0,741382222979957;0,965212174937559;-4,63813854297577
"111";"1416202_at";"Phb2";"12034";"prohibitin 2";0,305263393308802;9,13444990642473;0,880096099171322;0,388304839442295;0,962137603500958;-4,60737157414861
"112";"1416203_at";"Aqp1";"11826";"aquaporin 1";0,410688384043025;11,2617211695385;1,23518470462473;0,229769737844088;0,962137603500958;-4,57451059435342
"113";"1416206_at";"Sipa1";"20469";"signal-induced proliferation associated gene 1";-0,191900981835033;8,50547684613084;-0,44850993240298;0,658164407280982;0,962137603500958;-4,633883846694
"114";"1416207_at";"Tafazzin";"66826";"tafazzin, phospholipid-lysophospholipid transacylase";-0,033671123482856;8,68644162895385;-0,102759521222067;0,919083247412743;0,984603697186142;-4,64298787654895
"115";"1416210_at";"Imp3";"102462";"IMP3, U3 small nucleolar ribonucleoprotein";0,255911786689762;8,37185817830772;0,651545724324226;0,521432065489573;0,962137603500958;-4,62340328036606
"116";"1416225_at";"Adh1";"11522";"alcohol dehydrogenase 1 (class I)";-0,199970801008378;6,63429832387106;-0,30095709781902;0,766268567314454;0,967759004877426;-4,63914772901764
"117";"1416233_at";"Eif3i";"54709";"eukaryotic translation initiation factor 3, subunit I";0,239768114801382;10,4642376045133;0,909792777205768;0,372776125238654;0,962137603500958;-4,60497828772648
"118";"1416234_at";"Lrrc59";"98238";"leucine rich repeat containing 59";0,0572689501969315;7,78127663226691;0,161611985915384;0,873084042081589;0,983323866136765;-4,64223908498438
"119";"1416238_at";"Tie1";"21846";"tyrosine kinase with immunoglobulin-like and EGF-like domains 1";-0,0200828973420251;4,96704865334436;-0,0857203340039262;0,932462827664686;0,988319082110992;-4,64314256150384
"120";"1416239_at";"Ass1";"11898";"argininosuccinate synthetase 1";-0,491707358378678;7,73474919250358;-1,09991064259466;0,283242333279298;0,962137603500958;-4,58808279510017
"121";"1416249_at";"Nadk";"192185";"NAD kinase";-0,832103283447928;8,20306979782539;-1,78061143559841;0,0887686441618186;0,962137603500958;-4,50910893946185
"122";"1416250_at";"Btg2";"12227";"BTG anti-proliferation factor 2";-0,0727486414682765;9,00824589241459;-0,210492184145632;0,835217756016476;0,978859022781125;-4,64136501651364
"123";"1416252_at";"Stk38";"106504";"serine/threonine kinase 38";-0,197769332173465;9,90787940497776;-0,668704518569323;0,510629057463327;0,962137603500958;-4,62235136728073
"124";"1416253_at";"Cdkn2d";"12581";"cyclin dependent kinase inhibitor 2D";-0,241150106387627;10,0488544412352;-0,745585105487406;0,463797494251417;0,962137603500958;-4,61733056259426
"125";"1416254_a_at";"Vps16";"80743";"VSP16 CORVET/HOPS core subunit";0,387314240045997;7,2300411885141;0,963368616192573;0,345816075343368;0,962137603500958;-4,60048854159961
"126";"1416257_at";"Capn2";"12334";"calpain 2";-0,210161580759712;8,44098260183739;-0,842054200304935;0,408803775038879;0,962137603500958;-4,6103360840345
"127";"1416259_at";"Pex12";"103737";"peroxisomal biogenesis factor 12";0,278004826223997;5,58826542704082;1,04168914566883;0,308850325917723;0,962137603500958;-4,59353775474374
"128";"1416260_a_at";"Snx1";"56440";"sorting nexin 1";-0,351373801570839;8,25374515841223;-1,34580274776529;0,192050268437297;0,962137603500958;-4,56253954935411
"129";"1416266_at";"Pdyn";"18610";"prodynorphin";-0,0829653790572422;5,09576193470935;-0,3902576572995;0,700092912144305;0,962137603500958;-4,63620341028117
"130";"1416268_at";"Ets2";"23872";"E26 avian leukemia oncogene 2, 3' domain";-0,0652868170180962;7,88912778043556;-0,127030907534996;0,900067974456576;0,984272872680091;-4,64271934480253
"131";"1416276_a_at";"Rps4x";"20102";"ribosomal protein S4, X-linked";0,239164577463209;13,1478687007413;0,988036582376392;0,333860185357996;0,962137603500958;-4,59834825504852
"132";"1416279_at";"Ap1b1";"11764";"adaptor protein complex AP-1, beta 1 subunit";0,10450189027341;9,0631935668394;0,495833718775755;0,624920815642203;0,962137603500958;-4,63177075831318
"133";"1416289_at";"Plod1";"18822";"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1";-0,587037540922138;5,7977012352508;-1,35340309585331;0,189648211040742;0,962137603500958;-4,56168992460841
"134";"1416296_at";"Il2rg";"16186";"interleukin 2 receptor, gamma chain";0,00187237638639992;10,5500300465838;0,0034948641578453;0,99724295373094;0,999274309703722;-4,64349605197219
"135";"1416300_a_at";"Slc25a3";"18674";"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3";0,187659019278358;10,1345717632289;0,708454404800801;0,486090586377937;0,962137603500958;-4,61981781165358
"136";"1416301_a_at";"Ebf1";"13591";"early B cell factor 1";0,821433333552219;6,87884543900517;0,85034220589076;0,404279960034134;0,962137603500958;-4,60970000764516
"137";"1416304_at";"Litaf";"56722";"LPS-induced TN factor";-0,209245735619016;11,0705761650268;-0,64717075065795;0,524206506047043;0,962137603500958;-4,62366742969034
"138";"1416309_at";"Nusap1";"108907";"nucleolar and spindle associated protein 1";-0,180776034934597;11,0175448542712;-0,519609263370599;0,608516406387151;0,962137603500958;-4,63063257241852
"139";"1416313_at";"Mllt11";"56772";"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11";-0,148072486385249;6,40892195272426;-0,383241015083509;0,705213315988302;0,962137603500958;-4,63646166816424
"140";"1416315_at";"Abhd4";"105501";"abhydrolase domain containing 4";-0,209565334923425;8,93025975892107;-0,827800148500789;0,416659027174965;0,962137603500958;-4,61141717976234
"141";"1416316_at";"Slc27a2";"26458";"solute carrier family 27 (fatty acid transporter), member 2";-0,942543981164556;7,33291568207171;-1,47780295722783;0,153611921204026;0,962137603500958;-4,54731846897873
"142";"1416318_at";"Serpinb1a";"66222";"serine (or cysteine) peptidase inhibitor, clade B, member 1a";0,402287618233114;9,55911401952665;0,908277084502072;0,373558610327034;0,962137603500958;-4,60510210087776
"143";"1416326_at";"Crip1";"12925";"cysteine-rich protein 1";0,2920519013446;10,4654514560732;0,729479403760615;0,473391799762576;0,962137603500958;-4,61842362435381
"144";"1416329_at";"Cyfip1";"20430";"cytoplasmic FMR1 interacting protein 1";-0,475403098494601;8,28299826350395;-0,785911614908982;0,440288826532274;0,962137603500958;-4,61449922156025
"145";"1416332_at";"Cirbp";"12696";"cold inducible RNA binding protein";1,43682098107994;7,54752118095468;1,69361463204503;0,104428801368741;0,962137603500958;-4,52050518962336
"146";"1416345_at";"Timm8a1";"30058";"translocase of inner mitochondrial membrane 8A1";0,323139813744731;7,58228069745689;1,34146647827947;0,193431405995749;0,962137603500958;-4,56302277023238
"147";"1416347_at";"Men1";"17283";"multiple endocrine neoplasia 1";-0,0251910732503156;6,91792717930246;-0,0951358714398964;0,925066736907042;0,985505970238047;-4,64306053746683
"148";"1416350_at";"Klf16";"118445";"Kruppel-like transcription factor 16";0,150710549706455;6,7546715174758;0,508960565481956;0,615838373718228;0,962137603500958;-4,63114864667448
"149";"1416359_at";"Snx18";"170625";"sorting nexin 18";-0,264622801874928;8,65940651693196;-0,617499287763298;0,543234468121739;0,962137603500958;-4,62541515914372
"150";"1416362_a_at";"Fkbp4";"14228";"FK506 binding protein 4";-0,0139860578142379;6,76452427145209;-0,0528745304259089;0,958308290031732;0,9948003896462;-4,64336189613247
"151";"1416369_at";"Mfsd14b";"66631";"major facilitator superfamily domain containing 14B";-0,414570901293795;8,92959453000712;-1,37076701205171;0,184249254975211;0,962137603500958;-4,55973621900222
"152";"1416376_at";"Tmem97";"69071";"transmembrane protein 97";-0,0196498759423109;5,70597814303543;-0,082004043160337;0,935383803064904;0,989088201506053;-4,64317258852225
"153";"1416377_at";"Pdcd7";"50996";"programmed cell death 7";0,285684069538323;6,64886661761633;1,01329384050624;0,32191723883878;0,962137603500958;-4,59610996506194
"154";"1416378_at";"Pnkp";"59047";"polynucleotide kinase 3'- phosphatase";-0,418917013988267;8,34702410796906;-1,1008285213071;0,282851286024537;0,962137603500958;-4,58799488176709
"155";"1416380_at";"Mov10";"17454";"Mov10 RISC complex RNA helicase";-0,749148081634051;6,35926958501244;-1,91176766090429;0,0689964470924677;0,962137603500958;-4,49138578048546
"156";"1416381_a_at";"Prdx5";"54683";"peroxiredoxin 5";-0,452831873089316;10,7659699196071;-0,744352422388262;0,464527700424337;0,962137603500958;-4,61741498756737
"157";"1416382_at";"Ctsc";"13032";"cathepsin C";-0,625981124711327;10,5898115719305;-1,17290331307409;0,253357906379802;0,962137603500958;-4,58091101629814
